"initial_alias","converted_alias","name","description","namespace"
"102724048","None","None","None",""
"101928135","None","None","None",""
"10777","ENSG00000172995","ARPP21","cAMP regulated phosphoprotein 21 [Source:HGNC Symbol;Acc:HGNC:16968]","ENTREZGENE_ACC"
"406916","ENSG00000207625","MIR128-2","microRNA 128-2 [Source:HGNC Symbol;Acc:HGNC:31511]","ENTREZGENE_ACC"
"6769","ENSG00000144681","STAC","SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]","ENTREZGENE_ACC"
"85443","ENSG00000163673","DCLK3","doublecortin like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19005]","ENTREZGENE_ACC"
"105377029","None","None","None",""
"105377030","None","None","None",""
"105377031","ENSG00000279727","LINC02033","long intergenic non-protein coding RNA 2033 [Source:HGNC Symbol;Acc:HGNC:52867]","ENTREZGENE_ACC"
"9881","ENSG00000168016","TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011]","ENTREZGENE_ACC"
"9852","ENSG00000178567","EPM2AIP1","EPM2A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]","ENTREZGENE_ACC"
"4292","ENSG00000076242","MLH1","mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]","ENTREZGENE_ACC"
"9209","ENSG00000093167","LRRFIP2","LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]","ENTREZGENE_ACC"
"112268444","None","None","None",""
"105377642","None","None","None",""
"152048","ENSG00000270194","GOLGA4-AS1","GOLGA4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26469]","ENTREZGENE_ACC"
"2803","ENSG00000144674","GOLGA4","golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]","ENTREZGENE_ACC"
"339883","ENSG00000198590","APRG1","APRG1 tumor suppressor candidate [Source:HGNC Symbol;Acc:HGNC:24082]","ENTREZGENE_ACC"
"3680","ENSG00000144668","ITGA9","integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]","ENTREZGENE_ACC"
"101928153","ENSG00000235257","ITGA9-AS1","ITGA9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49668]","ENTREZGENE_ACC"
"10217","ENSG00000144677","CTDSPL","CTD small phosphatase like [Source:HGNC Symbol;Acc:HGNC:16890]","ENTREZGENE_ACC"
"407015","ENSG00000199075","MIR26A1","microRNA 26a-1 [Source:HGNC Symbol;Acc:HGNC:31610]","ENTREZGENE_ACC"
"50853","ENSG00000136059","VILL","villin like [Source:HGNC Symbol;Acc:HGNC:30906]","ENTREZGENE_ACC"
"5333","ENSG00000187091","PLCD1","phospholipase C delta 1 [Source:HGNC Symbol;Acc:HGNC:9060]","ENTREZGENE_ACC"
"9940","ENSG00000008226","DLEC1","DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]","ENTREZGENE_ACC"
"105377033","None","None","None",""
"30","ENSG00000060971","ACAA1","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENTREZGENE_ACC"
"4615","ENSG00000172936","MYD88","MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]","ENTREZGENE_ACC"
"101928234","None","None","None",""
"9943","ENSG00000172939","OXSR1","oxidative stress responsive kinase 1 [Source:HGNC Symbol;Acc:HGNC:8508]","ENTREZGENE_ACC"
"9390","ENSG00000172940","SLC22A13","solute carrier family 22 member 13 [Source:HGNC Symbol;Acc:HGNC:8494]","ENTREZGENE_ACC"
"9389","ENSG00000144671","SLC22A14","solute carrier family 22 member 14 [Source:HGNC Symbol;Acc:HGNC:8495]","ENTREZGENE_ACC"
"9942","ENSG00000093217","XYLB","xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839]","ENTREZGENE_ACC"
"100128640","ENSG00000229589","ACVR2B-AS1","ACVR2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44161]","ENTREZGENE_ACC"
"93","ENSG00000114739","ACVR2B","activin A receptor type 2B [Source:HGNC Symbol;Acc:HGNC:174]","ENTREZGENE_ACC"
"9941","ENSG00000157036","EXOG","exo/endonuclease G [Source:HGNC Symbol;Acc:HGNC:3347]","ENTREZGENE_ACC"
"6331","ENSG00000183873","SCN5A","sodium voltage-gated channel alpha subunit 5 [Source:HGNC Symbol;Acc:HGNC:10593]","ENTREZGENE_ACC"
"6336","ENSG00000185313","SCN10A","sodium voltage-gated channel alpha subunit 10 [Source:HGNC Symbol;Acc:HGNC:10582]","ENTREZGENE_ACC"
"105377034","None","None","None",""
"107986042","None","None","None",""
"11280","ENSG00000168356","SCN11A","sodium voltage-gated channel alpha subunit 11 [Source:HGNC Symbol;Acc:HGNC:10583]","ENTREZGENE_ACC"
"57599","ENSG00000114742","WDR48","WD repeat domain 48 [Source:HGNC Symbol;Acc:HGNC:30914]","ENTREZGENE_ACC"
"64689","ENSG00000114745","GORASP1","golgi reassembly stacking protein 1 [Source:HGNC Symbol;Acc:HGNC:16769]","ENTREZGENE_ACC"
"199223","ENSG00000168026","TTC21A","tetratricopeptide repeat domain 21A [Source:HGNC Symbol;Acc:HGNC:30761]","ENTREZGENE_ACC"
"102466743","ENSG00000284158","MIR6822","microRNA 6822 [Source:HGNC Symbol;Acc:HGNC:49999]","ENTREZGENE_ACC"
"64651","ENSG00000144655","CSRNP1","cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]","ENTREZGENE_ACC"
"101928263","None","None","None",""
"105377035","None","None","None",""
"165904","ENSG00000168334","XIRP1","xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]","ENTREZGENE_ACC"
"102724104","ENSG00000287958","None","novel transcript","ENTREZGENE_ACC"
"1524","ENSG00000168329","CX3CR1","C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]","ENTREZGENE_ACC"
"1237","ENSG00000179934","CCR8","C-C motif chemokine receptor 8 [Source:HGNC Symbol;Acc:HGNC:1609]","ENTREZGENE_ACC"
"105377644","None","None","None",""
"105377037","None","None","None",""
"54977","ENSG00000144659","SLC25A38","solute carrier family 25 member 38 [Source:HGNC Symbol;Acc:HGNC:26054]","ENTREZGENE_ACC"
"3921","ENSG00000168028","RPSA","ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502]","ENTREZGENE_ACC"
"574040","ENSG00000206760","SNORA6","small nucleolar RNA, H/ACA box 6 [Source:HGNC Symbol;Acc:HGNC:32591]","ENTREZGENE_ACC"
"6044","None","None","None",""
"107986075","None","None","None",""
"105377038","None","None","None",""
"4336","ENSG00000168314","MOBP","myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189]","ENTREZGENE_ACC"
"105377039","None","None","None",""
"25924","ENSG00000170011","MYRIP","myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:HGNC:19156]","ENTREZGENE_ACC"
"440952","ENSG00000280739","EIF1B-AS1","EIF1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44555]","ENTREZGENE_ACC"
"105377645","None","None","None",""
"10289","ENSG00000114784","EIF1B","eukaryotic translation initiation factor 1B [Source:HGNC Symbol;Acc:HGNC:30792]","ENTREZGENE_ACC"
"956","ENSG00000168032","ENTPD3","ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365]","ENTREZGENE_ACC"
"285266","ENSG00000223797","ENTPD3-AS1","ENTPD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26710]","ENTREZGENE_ACC"
"9045","ENSG00000188846","RPL14","ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]","ENTREZGENE_ACC"
"285267","ENSG00000177873","ZNF619","zinc finger protein 619 [Source:HGNC Symbol;Acc:HGNC:26910]","ENTREZGENE_ACC"
"253639","ENSG00000177842","ZNF620","zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742]","ENTREZGENE_ACC"
"285268","ENSG00000172888","ZNF621","zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787]","ENTREZGENE_ACC"
"105377043","ENSG00000231873","None","novel transcript","ENTREZGENE_ACC"
"105377045","None","None","None",""
"1499","ENSG00000168036","CTNNB1","catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]","ENTREZGENE_ACC"
"54986","ENSG00000168038","ULK4","unc-51 like kinase 4 [Source:HGNC Symbol;Acc:HGNC:15784]","ENTREZGENE_ACC"
"105377046","None","None","None",""
"107986077","None","None","None",""
"22906","ENSG00000182606","TRAK1","trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947]","ENTREZGENE_ACC"
"105377048","None","None","None",""
"885","ENSG00000187094","CCK","cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]","ENTREZGENE_ACC"
"131375","ENSG00000157093","LYZL4","lysozyme like 4 [Source:HGNC Symbol;Acc:HGNC:28387]","ENTREZGENE_ACC"
"7433","ENSG00000114812","VIPR1","vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]","ENTREZGENE_ACC"
"100874007","None","None","None",""
"9117","ENSG00000093183","SEC22C","SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]","ENTREZGENE_ACC"
"51188","ENSG00000008324","SS18L2","SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]","ENTREZGENE_ACC"
"4820","ENSG00000114857","NKTR","natural killer cell triggering receptor [Source:HGNC Symbol;Acc:HGNC:7833]","ENTREZGENE_ACC"
"101928323","None","None","None",""
"92999","ENSG00000114853","ZBTB47","zinc finger and BTB domain containing 47 [Source:HGNC Symbol;Acc:HGNC:26955]","ENTREZGENE_ACC"
"131377","ENSG00000157119","KLHL40","kelch like family member 40 [Source:HGNC Symbol;Acc:HGNC:30372]","ENTREZGENE_ACC"
"57467","ENSG00000010282","HHATL","hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]","ENTREZGENE_ACC"
"100874044","ENSG00000230970","HHATL-AS1","HHATL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42439]","ENTREZGENE_ACC"
"152206","ENSG00000244607","CCDC13","coiled-coil domain containing 13 [Source:HGNC Symbol;Acc:HGNC:26358]","ENTREZGENE_ACC"
"100874114","ENSG00000173811","CCDC13-AS1","CCDC13 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41142]","ENTREZGENE_ACC"
"729083","None","None","None",""
"25994","ENSG00000181061","HIGD1A","HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527]","ENTREZGENE_ACC"
"1238","ENSG00000144648","ACKR2","atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]","ENTREZGENE_ACC"
"1582","ENSG00000180432","CYP8B1","cytochrome P450 family 8 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2653]","ENTREZGENE_ACC"
"389114","ENSG00000182983","ZNF662","zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930]","ENTREZGENE_ACC"
"100506275","ENSG00000206552","KRBOX1-AS1","KRBOX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42942]","ENTREZGENE_ACC"
"100506243","ENSG00000240747","KRBOX1","KRAB box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:38708]","ENTREZGENE_ACC"
"729085","ENSG00000144649","GASK1A","golgi associated kinase 1A [Source:HGNC Symbol;Acc:HGNC:24485]","ENTREZGENE_ACC"
"84892","ENSG00000144647","POMGNT2","protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]","ENTREZGENE_ACC"
"107986079","None","None","None",""
"105377051","None","None","None",""
"105377052","None","None","None",""
"54861","ENSG00000163788","SNRK","SNF related kinase [Source:HGNC Symbol;Acc:HGNC:30598]","ENTREZGENE_ACC"
"100873954","None","None","None",""
"55129","ENSG00000160746","ANO10","anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519]","ENTREZGENE_ACC"
"107986080","None","None","None",""
"51099","ENSG00000011198","ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]","ENTREZGENE_ACC"
"105377054","None","None","None",""
"107986081","None","None","None",""
"406929","ENSG00000207954","MIR138-1","microRNA 138-1 [Source:HGNC Symbol;Acc:HGNC:31524]","ENTREZGENE_ACC"
"375337","ENSG00000173769","TOPAZ1","testis and ovary specific TOPAZ 1 [Source:HGNC Symbol;Acc:HGNC:24746]","ENTREZGENE_ACC"
"105377055","None","None","None",""
"285343","ENSG00000179152","TCAIM","T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]","ENTREZGENE_ACC"
"102724231","ENSG00000293456","C3orf86P","long intergenic non-protein coding RNA 694 [Source:NCBI gene (formerly Entrezgene);Acc:102724231]","ENTREZGENE_ACC"
"100506319","ENSG00000283036","LINC01988","long intergenic non-protein coding RNA 1988 [Source:HGNC Symbol;Acc:HGNC:52820]","ENTREZGENE_ACC"
"353274","ENSG00000185219","ZNF445","zinc finger protein 445 [Source:HGNC Symbol;Acc:HGNC:21018]","ENTREZGENE_ACC"
"101928529","None","None","None",""
"285346","ENSG00000178917","ZNF852","zinc finger protein 852 [Source:HGNC Symbol;Acc:HGNC:27713]","ENTREZGENE_ACC"
"55888","ENSG00000196345","ZKSCAN7","zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]","ENTREZGENE_ACC"
"112840933","ENSG00000236869","ZKSCAN7-AS1","ZKSCAN7 ZNF cluster antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53964]","ENTREZGENE_ACC"
"110354863","ENSG00000186448","ZNF197","zinc finger protein 197 [Source:HGNC Symbol;Acc:HGNC:12988]","ENTREZGENE_ACC"
"285349","ENSG00000144792","ZNF660","zinc finger protein 660 [Source:HGNC Symbol;Acc:HGNC:26720]","ENTREZGENE_ACC"
"100874094","ENSG00000233509","ZNF197-AS1","ZNF197 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40620]","ENTREZGENE_ACC"
"10168","ENSG00000186448","ZNF197","zinc finger protein 197 [Source:HGNC Symbol;Acc:HGNC:12988]","ENTREZGENE_ACC"
"7584","ENSG00000169981","ZNF35","zinc finger protein 35 [Source:HGNC Symbol;Acc:HGNC:13099]","ENTREZGENE_ACC"
"101928592","None","None","None",""
"91392","ENSG00000196653","ZNF502","zinc finger protein 502 [Source:HGNC Symbol;Acc:HGNC:23718]","ENTREZGENE_ACC"
"105377056","None","None","None",""
"115560","ENSG00000186446","ZNF501","zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]","ENTREZGENE_ACC"
"57456","ENSG00000163807","KIAA1143","KIAA1143 [Source:HGNC Symbol;Acc:HGNC:29198]","ENTREZGENE_ACC"
"56992","ENSG00000163808","KIF15","kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]","ENTREZGENE_ACC"
"693149","ENSG00000284498","MIR564","microRNA 564 [Source:HGNC Symbol;Acc:HGNC:32820]","ENTREZGENE_ACC"
"131616","ENSG00000169964","TMEM42","transmembrane protein 42 [Source:HGNC Symbol;Acc:HGNC:28444]","ENTREZGENE_ACC"
"7047","ENSG00000163810","TGM4","transglutaminase 4 [Source:HGNC Symbol;Acc:HGNC:11780]","ENTREZGENE_ACC"
"51304","ENSG00000163812","ZDHHC3","zinc finger DHHC-type palmitoyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18470]","ENTREZGENE_ACC"
"23016","ENSG00000075914","EXOSC7","exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]","ENTREZGENE_ACC"
"7123","ENSG00000163815","CLEC3B","C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]","ENTREZGENE_ACC"
"64866","ENSG00000163814","CDCP1","CUB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:24357]","ENTREZGENE_ACC"
"101928636","None","None","None",""
"25907","ENSG00000249992","TMEM158","transmembrane protein 158 [Source:HGNC Symbol;Acc:HGNC:30293]","ENTREZGENE_ACC"
"105377061","None","None","None",""
"105377062","None","None","None",""
"23395","ENSG00000011376","LARS2","leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]","ENTREZGENE_ACC"
"100885795","None","None","None",""
"8994","ENSG00000144791","LIMD1","LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]","ENTREZGENE_ACC"
"644714","None","None","None",""
"100189103","None","None","None",""
"22908","ENSG00000211456","SACM1L","SAC1 like phosphatidylinositide phosphatase [Source:HGNC Symbol;Acc:HGNC:17059]","ENTREZGENE_ACC"
"54716","ENSG00000163817","SLC6A20","solute carrier family 6 member 20 [Source:HGNC Symbol;Acc:HGNC:30927]","ENTREZGENE_ACC"
"107986082","None","None","None",""
"107986083","None","None","None",""
"54585","ENSG00000163818","LZTFL1","leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741]","ENTREZGENE_ACC"
"10803","ENSG00000173585","CCR9","C-C motif chemokine receptor 9 [Source:HGNC Symbol;Acc:HGNC:1610]","ENTREZGENE_ACC"
"79443","ENSG00000163820","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1 [Source:HGNC Symbol;Acc:HGNC:14673]","ENTREZGENE_ACC"
"10663","ENSG00000172215","CXCR6","C-X-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:16647]","ENTREZGENE_ACC"
"105377063","None","None","None",""
"2829","ENSG00000173578","XCR1","X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]","ENTREZGENE_ACC"
"105377067","None","None","None",""
"1230","ENSG00000163823","CCR1","C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]","ENTREZGENE_ACC"
"1232","ENSG00000183625","CCR3","C-C motif chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:1604]","ENTREZGENE_ACC"
"729230","ENSG00000121807","CCR2","C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603]","ENTREZGENE_ACC"
"102724297","None","None","None",""
"1234","ENSG00000160791","CCR5","C-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1606]","ENTREZGENE_ACC"
"9034","ENSG00000121797","CCRL2","C-C motif chemokine receptor like 2 [Source:HGNC Symbol;Acc:HGNC:1612]","ENTREZGENE_ACC"
"105377068","ENSG00000283646","LINC02009","long intergenic non-protein coding RNA 2009 [Source:HGNC Symbol;Acc:HGNC:52845]","ENTREZGENE_ACC"
"4057","ENSG00000012223","LTF","lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]","ENTREZGENE_ACC"
"83597","ENSG00000163825","RTP3","receptor transporter protein 3 [Source:HGNC Symbol;Acc:HGNC:15572]","ENTREZGENE_ACC"
"79442","ENSG00000163827","LRRC2","leucine rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14676]","ENTREZGENE_ACC"
"83598","ENSG00000268324","LRRC2-AS1","LRRC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:15571]","ENTREZGENE_ACC"
"6997","ENSG00000241186","TDGF1","teratocarcinoma-derived growth factor 1 [Source:HGNC Symbol;Acc:HGNC:11701]","ENTREZGENE_ACC"
"100132146","ENSG00000283473","FAM240A","family with sequence similarity 240 member A [Source:HGNC Symbol;Acc:HGNC:52390]","ENTREZGENE_ACC"
"259173","ENSG00000178038","ALS2CL","ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]","ENTREZGENE_ACC"
"259236","ENSG00000181585","TMIE","transmembrane inner ear [Source:HGNC Symbol;Acc:HGNC:30800]","ENTREZGENE_ACC"
"29122","ENSG00000283706","PRSS50","serine protease 50 [Source:HGNC Symbol;Acc:HGNC:17910]","ENTREZGENE_ACC"
"100287362","ENSG00000293416","PRSS46P","serine protease 46, pseudogene [Source:HGNC Symbol;Acc:HGNC:37325]","ENTREZGENE_ACC"
"377047","None","None","None",""
"100288960","None","None","None",""
"729756","None","None","None",""
"339906","ENSG00000293419","PRSS42P","serine protease 42, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:339906]","ENTREZGENE_ACC"
"4634","ENSG00000160808","MYL3","myosin light chain 3 [Source:HGNC Symbol;Acc:HGNC:7584]","ENTREZGENE_ACC"
"5745","ENSG00000160801","PTH1R","parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]","ENTREZGENE_ACC"
"151903","ENSG00000160799","CCDC12","coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]","ENTREZGENE_ACC"
"23218","ENSG00000160796","NBEAL2","neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]","ENTREZGENE_ACC"
"100129354","None","None","None",""
"29072","ENSG00000181555","SETD2","SET domain containing 2, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:18420]","ENTREZGENE_ACC"
"285352","None","None","None",""
"64147","ENSG00000088727","KIF9","kinesin family member 9 [Source:HGNC Symbol;Acc:HGNC:16666]","ENTREZGENE_ACC"
"109617025","None","None","None",""
"23276","ENSG00000114648","KLHL18","kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]","ENTREZGENE_ACC"
"25930","ENSG00000076201","PTPN23","protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]","ENTREZGENE_ACC"
"22937","ENSG00000114650","SCAP","SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]","ENTREZGENE_ACC"
"105377073","None","None","None",""
"54859","ENSG00000163832","ELP6","elongator acetyltransferase complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25976]","ENTREZGENE_ACC"
"105377074","None","None","None",""
"10675","ENSG00000114646","CSPG5","chondroitin sulfate proteoglycan 5 [Source:HGNC Symbol;Acc:HGNC:2467]","ENTREZGENE_ACC"
"6599","ENSG00000173473","SMARCC1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]","ENTREZGENE_ACC"
"109623484","None","None","None",""
"22907","ENSG00000132153","DHX30","DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716]","ENTREZGENE_ACC"
"100302232","ENSG00000221585","MIR1226","microRNA 1226 [Source:HGNC Symbol;Acc:HGNC:33922]","ENTREZGENE_ACC"
"4134","ENSG00000047849","MAP4","microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]","ENTREZGENE_ACC"
"993","ENSG00000164045","CDC25A","cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]","ENTREZGENE_ACC"
"100616407","ENSG00000265483","MIR4443","microRNA 4443 [Source:HGNC Symbol;Acc:HGNC:41830]","ENTREZGENE_ACC"
"820","ENSG00000164047","CAMP","cathelicidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:1472]","ENTREZGENE_ACC"
"51385","ENSG00000164048","ZNF589","zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]","ENTREZGENE_ACC"
"10201","ENSG00000172113","NME6","NME/NM23 nucleoside diphosphate kinase 6 [Source:HGNC Symbol;Acc:HGNC:20567]","ENTREZGENE_ACC"
"101060195","None","None","None",""
"646424","ENSG00000229453","SPINK8","serine peptidase inhibitor Kazal type 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33160]","ENTREZGENE_ACC"
"100313840","ENSG00000252466","MIR2115","microRNA 2115 [Source:HGNC Symbol;Acc:HGNC:37309]","ENTREZGENE_ACC"
"285231","ENSG00000164049","FBXW12","F-box and WD repeat domain containing 12 [Source:HGNC Symbol;Acc:HGNC:20729]","ENTREZGENE_ACC"
"5364","ENSG00000164050","PLXNB1","plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]","ENTREZGENE_ACC"
"105377077","None","None","None",""
"79714","ENSG00000164051","CCDC51","coiled-coil domain containing 51 [Source:HGNC Symbol;Acc:HGNC:25714]","ENTREZGENE_ACC"
"51372","ENSG00000232112","TMA7","translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]","ENTREZGENE_ACC"
"84126","ENSG00000164053","ATRIP","ATR interacting protein [Source:HGNC Symbol;Acc:HGNC:33499]","ENTREZGENE_ACC"
"111822955","None","None","None",""
"11277","ENSG00000213689","TREX1","three prime repair exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:12269]","ENTREZGENE_ACC"
"51246","ENSG00000164054","SHISA5","shisa family member 5 [Source:HGNC Symbol;Acc:HGNC:30376]","ENTREZGENE_ACC"
"5210","ENSG00000114268","PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]","ENTREZGENE_ACC"
"102465494","ENSG00000278799","MIR6823","microRNA 6823 [Source:HGNC Symbol;Acc:HGNC:49952]","ENTREZGENE_ACC"
"90226","ENSG00000145040","UCN2","urocortin 2 [Source:HGNC Symbol;Acc:HGNC:18414]","ENTREZGENE_ACC"
"1294","ENSG00000114270","COL7A1","collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]","ENTREZGENE_ACC"
"100313843","ENSG00000284251","MIR711","microRNA 711 [Source:HGNC Symbol;Acc:HGNC:37316]","ENTREZGENE_ACC"
"7384","ENSG00000010256","UQCRC1","ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]","ENTREZGENE_ACC"
"106635528","None","None","None",""
"440955","ENSG00000183396","TMEM89","transmembrane protein 89 [Source:HGNC Symbol;Acc:HGNC:32372]","ENTREZGENE_ACC"
"65010","ENSG00000225697","SLC26A6","solute carrier family 26 member 6 [Source:HGNC Symbol;Acc:HGNC:14472]","ENTREZGENE_ACC"
"102465495","ENSG00000284364","MIR6824","microRNA 6824 [Source:HGNC Symbol;Acc:HGNC:49946]","ENTREZGENE_ACC"
"1951","ENSG00000008300","CELSR3","cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]","ENTREZGENE_ACC"
"100616112","ENSG00000284575","MIR4793","microRNA 4793 [Source:HGNC Symbol;Acc:HGNC:41538]","ENTREZGENE_ACC"
"102724368","ENSG00000228350","LINC02585","long intergenic non-protein coding RNA 2585 [Source:HGNC Symbol;Acc:HGNC:50302]","ENTREZGENE_ACC"
"51517","ENSG00000213672","NCKIPSD","NCK interacting protein with SH3 domain [Source:HGNC Symbol;Acc:HGNC:15486]","ENTREZGENE_ACC"
"51447","ENSG00000068745","IP6K2","inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]","ENTREZGENE_ACC"
"5576","ENSG00000114302","PRKAR2A","protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391]","ENTREZGENE_ACC"
"100506637","ENSG00000224424","PRKAR2A-AS1","PRKAR2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40471]","ENTREZGENE_ACC"
"788","ENSG00000178537","SLC25A20","solute carrier family 25 member 20 [Source:HGNC Symbol;Acc:HGNC:1421]","ENTREZGENE_ACC"
"646450","None","None","None",""
"10425","ENSG00000177479","ARIH2","ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690]","ENTREZGENE_ACC"
"54681","ENSG00000178467","P4HTM","prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]","ENTREZGENE_ACC"
